loan_amount,income,interest_rate,loan_term,dti_numeric,loan_type_2,loan_type_3,loan_type_4,loan_purpose_2,loan_purpose_31,loan_purpose_32,loan_purpose_4,loan_purpose_5,occupancy_type_2,occupancy_type_3,race,sex,age_group
0.597865509707953,0.12046128351778741,-0.022268962428736338,-2.1435591682361927,-0.5604895459603174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Male,mid
-0.31253751559078763,-0.30719795110024867,0.5622849778657475,0.4010883165798516,0.16497836858199177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Female,senior
-0.36609063472600767,-0.4244593541406779,-0.022268962428736338,0.4010883165798516,0.32619346070250493,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,White,Female,senior
0.06233431835575266,-0.3278911398720891,0.5622849778657475,0.4010883165798516,1.2128764673653272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Female,mid
0.3300999140318529,0.7205637579011606,-0.353516195262277,0.4010883165798516,1.2128764673653272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian,Female,mid
0.1158874374909727,-0.16234562969736546,0.6597106345814948,0.4010883165798516,0.5680160988832746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Asian,Female,young
-0.31253751559078763,-0.3485843286439296,1.4391158883074733,0.4010883165798516,1.2128764673653272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Male,young
-0.36609063472600767,0.19633630901453575,-1.191376843017704,0.4010883165798516,-0.5604895459603174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,White,Female,young
1.0798435819249335,0.37567727837048637,-1.3862281564491985,0.4010883165798516,-0.07684426959877795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Male,senior
-0.5267499921316678,-0.6727776194027634,-0.022268962428736338,-2.1435591682361927,2.018951927967893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Black,Female,senior
-1.0087280643486483,-0.07267514501939017,-0.022268962428736338,0.4010883165798516,-0.5604895459603174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,White,Male,young
-0.4196437538612277,0.32049544164557847,-0.8016742161547148,-0.44712751169216314,-1.20534991444237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Black,Female,senior
0.06233431835575266,-0.21062973683165986,-0.8016742161547148,0.4010883165798516,-1.20534991444237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White,Male,mid
0.9727373436544934,-0.16234562969736546,-0.32233998511323786,0.4010883165798516,-0.5604895459603174,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,White,Male,senior
-1.1158343026190882,-0.5141298388186533,1.633967201738968,-3.9248124076074236,-1.20534991444237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,White,Male,young
2.6328840368463147,0.5757114364982774,0.5622849778657475,0.4010883165798516,0.003763276461478622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Male,mid
0.1158874374909727,2.20357561988306,1.7313928584547151,0.4010883165798516,-1.20534991444237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White,Male,mid
0.437206152302293,-0.35548205823454304,-1.2888024997334513,0.4010883165798516,0.24558591464224835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,White,Female,senior
-0.9016218260782081,0.2101317681957627,-0.022268962428736338,-2.9917749965082074,0.24558591464224835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian,Female,mid
0.2229936757614128,-0.22442519601288685,1.0299281301013343,0.4010883165798516,1.2128764673653272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Multiracial,Male,young
-0.9551749452134282,0.14115447228962788,0.7571362912972421,-2.1435591682361927,0.24558591464224835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,White,Male,senior
0.1158874374909727,0.15494993147085484,-0.8016742161547148,0.4010883165798516,-1.20534991444237,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Black,Male,mid
0.06233431835575266,-0.26581157355656776,-1.483653813164946,-2.1435591682361927,0.5680160988832746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Black,Male,mid
-0.09832503904990747,-0.4175616245500644,-0.022268962428736338,0.4010883165798516,0.0843708225217352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,White,Female,senior
0.437206152302293,-0.7279594561276712,-0.7120426119762271,0.4010883165798516,-1.20534991444237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White,Male,mid
