loan_amnt,annual_inc,dti,int_rate,installment,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term_60_months,grade_b,grade_c,grade_d,grade_e,grade_f,grade_g,home_ownership_mortgage,home_ownership_own,home_ownership_rent,verification_status_source_verified,verification_status_verified,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender_male,income_level_low,income_level_medium,loan_amount_level_medium,loan_amount_level_small,loan_default,data_split
-0.7579379384419755,-0.5406666175883388,-1.5966954699716216,-0.4871123977027319,-0.6813196033847788,-0.3541894869846647,-0.6513847719133283,-1.3127076510270583,-0.3358111558318982,-0.6921032434431692,-1.8941164038841427,-1.2428446012997405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,train
-0.3173327541428571,-0.701319588587546,0.8501158346661396,-0.7836437350613908,-0.2173471824857824,-0.3541894869846647,-0.6513847719133283,0.7857592866716141,-0.3358111558318982,-0.4361923016071685,-1.3312104928746442,0.5691223455918625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,train
-1.2041204035550068,-1.3305437250011074,-0.513353673364684,-0.2147877001284535,-1.1734209062085543,2.187080374788714,-0.6513847719133283,-0.6132186717941674,-0.3358111558318982,-0.3708441542063074,-0.6597441561704569,-0.8310339315516487,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,train
1.919156852236212,-0.1685675612590084,0.6107834210224312,0.515445933367019,2.626058920244785,-0.3541894869846647,-0.6513847719133283,1.8349927555209504,-0.3358111558318982,0.8955459678156629,0.2971958925456902,0.8985708813903357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,train
-1.1148839105324004,-0.9958500354194256,0.3342819582901168,0.188656296277885,-1.053237368231313,0.9164454439020248,-0.6513847719133283,-0.7880909166023902,-0.3358111558318982,-0.3788723942436655,0.5545243090071751,-0.8310339315516487,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,train
1.1383375382884071,2.4581888410635284,-1.3211005694122,-0.6303350164269823,1.4199078763962345,-0.3541894869846647,-0.6513847719133283,-0.6132186717941674,-0.3358111558318982,0.2615308177686035,-1.6126634483793936,-0.8310339315516487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,train
0.1344269917840869,0.9855366069041296,-0.61760832324736,0.2895172953794696,-0.2350336986549243,2.187080374788714,-0.6513847719133283,-0.7880909166023902,-0.3358111558318982,-0.3145601487831088,0.6872092737451282,0.8985708813903357,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,train
-0.5348467058854599,-0.353238151422597,-0.5042880516357556,0.4024816143732445,-0.7675558194774584,5.998985167448784,0.4888949163375746,0.0862703074387233,-0.3358111558318982,-0.6629253387912656,-1.2065670411511125,-0.0897747260050839,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,train
-0.5348467058854599,0.4232512084069043,-0.5042880516357556,-1.4170508094193424,-0.5125077791211377,-0.3541894869846647,-0.6513847719133283,1.3103760210962825,-0.3358111558318982,0.1133536777242468,-0.8688234945454135,2.051640756684992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,train
0.0228813755058291,-0.2193606755899244,-0.2839934436227966,-0.4165096983316227,0.2067053457090068,0.9164454439020248,-0.6513847719133283,-0.0886019373694993,-0.3358111558318982,-0.231126880007769,1.4994020882016903,-0.2544989939043205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,train
