protected_attribute,disparate_impact,demographic_parity_difference,equal_opportunity_difference,average_odds_difference,privileged_group,bias_detected
gender,0.9930555555555556,-0.00694444444444442,0.0,-0.0357142857142857,male,False
income_level,1.0072463768115942,0.007194244604316502,0.0,0.03225806451612906,medium,False
loan_amount_level,1.0062893081761006,0.006249999999999978,0.0,0.02702702702702703,medium,False
