activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300VORTI31GZTJL53,12060,GA,13117.0,13117130507.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,1,2,1,1,2,2,2,365000.0,96.5,6.75,1.053,2,10593.83,,1420.06,425.06,13.0,360,,,2,2,2,2,375000,1,1,3,5,1,,162.0,41,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,1,2.0,,,,10,,,,3167,22.96,95700,107.28,1047,1357,27
2022,549300AG64NHILB7ZP05,12060,GA,13121.0,13121010315.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,32,1,2,2,2,145000.0,46.452,3.75,0.761,2,5875.88,,4189.88,2594.88,,360,,,2,2,2,2,315000,1,1,3,5,1,,88.0,30%-<36%,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,5387,97.22,95700,97.91,896,1516,18
2022,549300J7I82PNDVU8H22,12060,GA,13135.0,13135050624.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,1,1,1,2,2,2,15000.0,100.0,8.25,4.167,2,0.0,,0.0,,,120,,,2,2,2,2,435000,1,1,3,5,1,,136.0,30%-<36%,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,65-74,9999,Yes,,2,2,1,,,,,10,,,,4079,78.62,95700,124.68,798,833,13
2022,IUGPUX5LWRZ3B6KIZ697,10500,GA,13177.0,13177020102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,1,2,2,2,2,5000.0,3.927,,,3,,,,,,360,,,2,2,2,2,195000,1,1,3,5,1,,44.0,20%-<30%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,9,,,,3559,25.51,57500,113.02,977,1297,26
2022,549300Z6CO0YC8ULYR28,99999,GA,13161.0,13161960101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,1,1,1,1,2,2,2,35000.0,80.0,5.5,,3,3878.4,,360.0,,,144,,,2,2,2,2,45000,1,3,3,5,1,,81.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,2864,36.24,64100,59.37,470,928,33
2022,549300FX7K8PTEQUU487,12060,GA,13135.0,13135050551.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,31,1,2,2,2,175000.0,58.667,,,3,,,,,,360,,,2,2,2,2,305000,1,1,3,5,1,,269.0,<20%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,3,,,,4448,80.78,95700,118.09,939,1116,25
2022,549300FGXN1K3HLB1R50,12060,GA,13089.0,13089023101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,3,2,1,32,1,2,2,2,115000.0,46.27,3.34,0.432,2,5983.59,,4077.5,2802.5,,348,,,2,2,2,2,255000,1,1,3,5,1,,25.0,45,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,2,,,,,10,,,,4281,72.34,95700,75.63,1054,1895,58
2022,549300HW662MN1WU8550,12060,GA,13067.0,13067030110.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,1,1,2,2,2,415000.0,97.0,6.875,0.911,2,9021.2,,5626.75,4571.75,,360,,,2,2,2,2,425000,1,1,3,5,1,,90.0,48,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,2,1,1,2.0,,,,10,,,,4882,49.51,95700,97.23,1103,1418,24
2022,549300CDOC4F7XSRG390,16860,GA,13047.0,13047030402.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,4,1,2,2,2,155000.0,65.833,6.375,-0.447,2,4726.42,,2277.5,1382.5,200.0,360,,,2,2,2,2,245000,1,1,3,5,1,,54.0,36,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,6667,13.42,75200,127.47,1635,2597,33
2022,549300FGXN1K3HLB1R50,46660,GA,13173.0,13173950202.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,195000.0,80.0,5.375,0.728,2,11838.84,,6197.89,4237.89,,360,,,2,2,2,2,245000,1,1,3,5,1,,74.0,43,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,3,,,,,10,,,,4384,34.1,63700,86.93,1060,1732,19
2022,5493001WHVQBGRSWEU75,12060,GA,13077.0,13077170501.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,135000.0,60.465,4.125,0.99,2,3148.32,,1224.0,,,360,,,2,2,2,2,215000,1,1,3,5,1,,43.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,25-34,9999,No,,1,1,2,,,,,10,,,,7251,18.45,95700,115.53,2269,2685,28
2022,549300MGPZBLQDIL7538,12060,GA,13151.0,13151070209.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,505000.0,80.0,4.99,0.566,2,4930.25,,1750.0,,,360,,,2,2,2,2,625000,1,1,3,5,1,,206.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4045,31.69,95700,125.07,1006,1111,27
2022,549300SUCQ1358EGVE89,17980,GA,13215.0,13215010701.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,32,1,2,2,2,155000.0,100.0,5.99,1.221,2,6298.4,,4241.0,3120.0,,360,,,2,2,2,2,155000,1,1,3,5,1,,69.0,20%-<30%,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,1,,,,,10,,,,7028,88.79,67500,118.52,1603,2470,36
2022,2549006MTEQ1VE0AAQ20,12020,GA,13195.0,13195020600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,1111,1111,1111,135000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,36.0,Exempt,1111,1111,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1111,1111,1111,,,,,1111,,,,2060,7.91,82300,79.65,601,846,38
2022,549300LH06ZZHKPX5U83,12060,GA,13067.0,13067031306.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,9,2,2,1,1,2,2,2,245000.0,96.5,4.75,0.79,2,8546.79,,1342.44,,100.0,360,,,2,2,2,2,255000,1,1,3,5,1,,54.0,46,2,10,1.0,14.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,3.0,,,,10,,,,4176,72.37,95700,94.17,801,1568,49
2022,549300MHH03ICJYEPE85,99999,GA,13277.0,13277960900.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,4,1,1,1,2,105000.0,,5.165,,3,,,,,,,,2,2,2,2,2,255000,1,1,3,5,1,,111.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3554,37.76,64100,88.52,831,1355,30
2022,549300DD5QQUHO6PCH70,12060,GA,13247.0,13247060318.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,3,1,1,2,2,2,235000.0,,3.875,0.027,2,4027.0,,2457.0,117.0,1029.5,360,,,2,2,2,2,235000,1,1,3,5,1,,50.0,45,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2872,70.13,95700,54.15,754,1231,44
2022,549300YIQ7S7Z8PIHE53,12060,GA,13089.0,13089023217.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,32,1,2,2,2,225000.0,82.463,2.75,-0.303,2,3833.11,,1675.11,1675.11,,360,,,2,2,2,2,265000,1,1,3,5,1,,84.0,<20%,2,1,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,3907,96.78,95700,79.38,995,1473,43
2022,549300FGXN1K3HLB1R50,12060,GA,13135.0,13135050105.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,245000.0,95.0,6.625,-0.332,2,7469.58,,5621.63,5621.63,,360,,,2,2,2,2,265000,1,1,3,5,1,,56.0,47,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,5338,61.9,95700,64.47,941,1701,43
2022,549300Y4BSP3BSFW7J29,12060,GA,13121.0,13121010106.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,85000.0,46.995,2.125,0.075,2,3266.0,,1383.5,,,180,,,2,2,2,2,185000,1,1,3,5,1,,180.0,<20%,9,3,2.0,,,,,2.0,,,,,3,3,5.0,,,,,5.0,,,,,3,3,1,2,3,3,55-64,55-64,No,No,1,1,1,,,,,10,,,,4280,42.8,95700,162.42,1014,956,37
2022,IUGPUX5LWRZ3B6KIZ697,12060,GA,13135.0,13135050466.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,1,195000.0,75.0,6.625,,3,,,,,,360,,,2,2,2,2,255000,1,3,3,5,1,,141.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,2,,,,,10,,,,3115,43.21,95700,112.9,1173,1265,41
2022,549300BLL6VL7AXWYP56,12060,GA,13077.0,13077170408.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,275000.0,68.413,5.99,0.391,2,5857.88,,3401.38,2052.38,,360,,,2,2,2,2,405000,1,1,3,5,1,,60.0,45,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,7537,19.57,95700,142.99,2781,2993,23
2022,549300FNXYY540N23N64,12060,GA,13121.0,13121011308.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,175000.0,70.0,,,3,,,,,,360,,,2,2,2,2,255000,1,1,3,5,1,,48.0,43,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,3,,,,1396,97.85,95700,49.64,219,412,41
2022,549300HW662MN1WU8550,12060,GA,13121.0,13121011612.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,32,1,2,2,2,365000.0,80.0,6.875,1.736,2,4023.75,,1733.37,678.37,,360,,,2,2,2,2,465000,1,1,3,5,1,,97.0,45,2,9,2.0,,,,,2.0,,,,,2,2,2.0,25.0,,,,2.0,25.0,,,,2,2,2,1,2,2,55-64,25-34,No,No,2,1,2,1.0,,,,10,,,,3462,38.33,95700,190.72,1238,1284,29
2022,DX0JX77PRMOELF7VG772,10500,GA,13095.0,13095000502.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,1,415000.0,,3.75,,3,,,,,,60,,,2,2,1,2,515000,1,3,3,5,4,,30.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,4189,39.91,57500,183.48,1279,1700,47
2022,EQTWLK1G7ODGC2MGLV11,12060,GA,13227.0,13227050500.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,2,2,55000.0,50.063,,,3,,,,,,240,,,2,2,2,2,235000,1,1,3,5,1,,70.0,41,8,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,3,,,,5058,9.17,95700,87.65,1130,1567,21
2022,5493001SXWZ4OFP8Z903,12060,GA,13151.0,13151070124.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,3,2,1,1,1,2,2,2,225000.0,95.0,4.125,0.37,2,8230.77,,5925.67,5925.67,,360,,,2,2,2,2,235000,1,1,3,5,1,,90.0,20%-<30%,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4557,87.95,95700,94.1,1154,1450,16
2022,549300FGXN1K3HLB1R50,12060,GA,13217.0,13217100802.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,45000.0,56.0,11.8,6.435,2,2267.45,,795.0,,,240,,,2,2,2,2,315000,1,1,3,5,1,,62.0,30%-<36%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,4559,32.16,95700,68.9,1269,1879,29
2022,5493001XKL0FTNOJ0866,10500,GA,13095.0,13095010900.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,71,2,2,1,1,2,2,2,105000.0,96.5,3.25,1.271,2,5016.52,,1554.4,59.4,105.0,360,,,2,2,2,2,115000,1,1,3,5,1,,35.0,50%-60%,3,2,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,1477,78.27,57500,105.42,504,773,54
2022,5493000YNV8IX4VD3X12,16860,GA,13295.0,13295020504.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,1,1,2,2,2,175000.0,,,,3,,,,,,300,,,2,2,2,2,175000,2,1,2,1,1,,60.0,50%-60%,8,8,2.0,,,,,3.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,3,,,,3164,11.31,75200,75.31,996,1450,43
2022,549300E2UX99HKDBR481,12060,GA,13089.0,13089023430.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,32,1,2,2,2,205000.0,68.333,,,3,,,,,,360,,,2,2,2,2,305000,1,1,3,5,1,,55.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,1,,,,,7,,,,5543,98.0,95700,45.54,523,1075,28
2022,549300XQVJ1XBNFA5536,99999,GA,13187.0,13187960203.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,235000.0,,8.7,3.094,2,6485.84,,4500.0,,8.9,300,,,2,2,2,2,235000,2,1,1,1,1,,107.0,49,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,4238,10.22,64100,119.56,1253,2157,25
2022,B4TYDEB6GKMZO031MB27,12060,GA,13067.0,13067031221.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,2,2,1,2,285000.0,83.25,2.24,1.265,2,,,,,,360,36,1,2,2,2,2,545000,1,1,3,5,1,,300.0,20%-<30%,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3488,61.12,95700,90.69,958,1265,17
2022,549300S61HFNW2YFEK61,12060,GA,13231.0,13231010101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,155000.0,29.412,5.5,,2,,,,,,180,36,1,2,2,2,2,515000,1,1,3,5,1,,162.0,37,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3357,15.79,95700,97.11,738,1090,35
2022,5493003GQDUH26DNNH17,12060,GA,13057.0,13057090905.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,32,1,2,2,2,275000.0,94.737,,,3,,,,,,360,,,2,2,2,2,285000,1,1,3,5,1,,62.0,>60%,1,10,1.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,1,,,,4743,25.91,95700,100.47,1345,1734,24
2022,549300DMI3W6YLDVSK93,12060,GA,13097.0,13097080509.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Native Hawaiian or Other Pacific Islander,Female,1,71,2,1,32,1,2,2,2,305000.0,80.0,4.99,0.249,2,12195.0,,9690.0,8400.0,,360,,,2,2,2,2,375000,1,1,3,5,1,,111.0,39,3,10,3.0,,,,,5.0,,,,,2,4,4.0,43.0,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,2,,,,,10,,,,6531,63.36,95700,130.17,1998,2354,27
2022,B4TYDEB6GKMZO031MB27,12060,GA,13121.0,13121001802.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,55000.0,80.38,,,3,,,,,,360,36,1,2,2,2,2,225000,1,1,3,5,1,,213.0,<20%,8,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,2474,60.43,95700,131.12,755,251,31
2022,549300370QILXLFUWD20,12060,GA,13097.0,13097080512.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,1,1,1,2,2,2,175000.0,80.0,7.0,0.049,2,4898.74,,2554.59,1054.59,1500.0,360,,,2,2,2,2,215000,1,1,3,5,1,,87.0,20%-<30%,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,4479,58.36,95700,95.82,1283,1605,28
2022,549300Y4BSP3BSFW7J29,12060,GA,13077.0,13077170503.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,215000.0,97.0,4.625,0.924,2,2476.72,,500.0,,500.0,360,,,2,2,2,2,225000,1,1,3,5,1,,47.0,48,1,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,<25,9999,No,,1,1,1,,,,,10,,,,7795,18.64,95700,121.26,2180,2611,18
2022,549300HW662MN1WU8550,12060,GA,13089.0,13089022304.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,1,1,2,2,1,125000.0,50.0,5.125,,3,,,,,,180,,,2,2,2,2,245000,1,3,3,5,1,,331.0,<20%,3,9,2.0,,,,,2.0,,,,,2,2,2.0,27.0,,,,2.0,27.0,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,2,2,1.0,,,,10,,,,3214,35.44,95700,126.15,752,1032,61
2022,KB1H1DSPRFMYMCUFXT09,12060,GA,13089.0,13089023413.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,32,1,2,2,2,225000.0,79.0,,,3,,,,,,360,,,2,2,2,2,285000,1,1,3,5,1,,74.0,40,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,7,1.0,2.0,,,3,9.0,,,3482,95.35,95700,95.01,1212,1430,45
2022,8I3UVGYULPJQIP7FQV10,12260,GA,13073.0,13073030311.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,225000.0,78.947,3.75,0.54,2,,,,,,120,,1,2,1,1,2,285000,1,1,3,5,1,,69.0,36,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5364,26.03,73800,174.68,1544,1857,27
2022,549300E2UX99HKDBR481,42340,GA,13051.0,13051010818.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,315000.0,70.405,7.625,1.263,2,12317.75,,8631.5,7641.5,,360,,,2,2,2,2,465000,1,1,3,5,1,,108.0,46,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,2189,44.22,83400,0.0,358,536,24
2022,5493006HWKBRUZIDS752,12060,GA,13121.0,13121004100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,385000.0,80.0,7.75,,3,,,,,,360,,60,2,1,2,2,485000,1,3,3,5,1,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,2,1,6,,,,,10,,,,1949,85.48,95700,93.66,498,1093,0
2022,5493002RF1ERFA2XR050,12060,GA,13151.0,13151070405.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,2,2,1,2,35000.0,7.85,,,3,,,,,,120,,1,2,1,1,2,385000,1,1,3,5,1,,71.0,>60%,4,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,3405,33.57,95700,71.28,737,1080,21
2022,5493005PKOSG7MYX0B34,12060,GA,13013.0,13013180301.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,1,1,1,1,1,2,2,2,285000.0,80.0,5.375,0.144,2,3844.24,,1649.0,350.0,,360,,,2,2,2,2,355000,1,1,3,5,1,,98.0,20%-<30%,2,9,2.0,,,,,2.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,1,2.0,,,,10,,,,2604,27.92,95700,83.47,804,1077,18
2022,549300FGXN1K3HLB1R50,12060,GA,13151.0,13151070215.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,1,2,1,32,1,2,2,2,255000.0,68.0,4.125,0.337,2,5947.45,,4687.5,4687.5,,360,,,2,2,2,2,375000,1,1,3,5,1,,68.0,41,1,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,1935,34.57,95700,143.84,364,537,16
2022,549300HW662MN1WU8550,12060,GA,13135.0,13135050634.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,32,1,2,2,2,385000.0,60.0,3.25,0.287,2,3768.49,,1578.04,523.04,,180,,,2,2,2,2,645000,1,1,3,5,1,,118.0,43,2,9,2.0,,,,,2.0,,,,,2,2,2.0,22.0,,,,2.0,22.0,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,2,1.0,,,,10,,,,6306,61.53,95700,72.46,1195,1688,16
