activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300XQVJ1XBNFA5536,99999,GA,13071.0,,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,115000.0,,,,3,,,,,,276,,,2,2,2,2,125000,2,1,1,1,1,,60.0,46,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,3,5.0,,,0,0.0,64100,0.0,0,0,0
2022,549300XQVJ1XBNFA5536,42340,GA,13029.0,,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,215000.0,,,,3,,,,,,276,,,2,2,2,2,235000,2,1,1,1,1,,114.0,38,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,3,,,,0,0.0,83400,0.0,0,0,0
2022,549300AUL77A8UKADB04,31420,GA,13021.0,13021013408.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,2,2,15000.0,107.38,,,3,,,,,,60,,,2,2,2,2,205000,1,1,3,5,1,,49.0,>60%,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,6,,,,,3,1.0,4.0,,5179,31.72,70100,167.69,1389,1744,27
2022,549300FGXN1K3HLB1R50,99999,GA,13277.0,13277960200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,255000.0,92.0,5.25,-0.372,2,6536.08,,3929.14,,,360,,,2,2,2,2,275000,1,1,3,5,1,,119.0,30%-<36%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,1,,,,,10,,,,2758,24.04,64100,128.14,863,1104,29
2022,X05BVSK68TQ7YTOSNR22,12060,GA,13089.0,13089023437.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,2,2,35000.0,68.178,,,3,,,,,,,,,2,2,2,2,285000,1,1,3,5,1,,76.0,44,8,10,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,65-74,9999,Yes,,1,1,6,,,,,3,,,,6527,98.8,95700,95.3,2109,2404,21
2022,KB1H1DSPRFMYMCUFXT09,12060,GA,13227.0,13227050101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,4,1,2,2,2,315000.0,32.448,5.875,0.076,2,10505.43,,8803.13,7398.13,,360,,,2,2,2,2,965000,1,1,3,5,1,,87.0,43,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,55-64,Yes,No,1,1,2,,,,,10,,,,2487,5.59,95700,155.15,1207,1747,23
2022,549300TINI6CL78UD591,42340,GA,13051.0,13051011006.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,31,1,1,1,2,165000.0,,,,3,,,,,,,,1,1,2,2,2,505000,1,1,3,5,1,,37.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,3,,,,4119,7.79,83400,179.49,1682,1943,31
2022,549300LBCBNR1OT00651,12060,GA,13223.0,13223120106.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,195000.0,57.0,3.25,1.192,2,8266.5,,7077.31,5782.31,,240,,,2,2,2,2,345000,1,1,3,5,1,,90.0,40,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,2564,28.94,95700,94.5,510,771,22
2022,254900TM81D0YC1B9584,12060,GA,13297.0,13297110603.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,255000.0,70.0,7.0,3.676,2,6470.0,,3165.0,,,360,,60,2,2,2,2,375000,1,1,3,5,1,,816.0,<20%,3,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,5749,21.1,95700,99.44,1715,2273,25
2022,2549006RTCWYNJPDX013,99999,GA,13131.0,13131950300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,1,1,1,1,2,2,2,325000.0,100.0,4.95,2.033,2,4651.56,,1517.0,,,240,,,2,2,2,2,325000,1,1,3,5,1,,81.0,46,3,10,2.0,,,,,5.0,,,,,1,4,3.0,,,,,8.0,,,,,1,4,2,5,1,4,35-44,9999,No,,1,2,6,,,,,10,,,,4349,61.32,64100,104.82,917,1764,29
2022,T68X8LLAQYRNDV034K14,99999,GA,13111.0,13111050100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,255000.0,60.0,6.375,0.553,2,3868.84,,1149.0,,312.75,360,,,2,2,2,2,415000,1,1,3,5,1,,110.0,20%-<30%,9,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,2,,,,,10,,,,3873,6.76,64100,82.57,1463,2832,26
2022,549300VCMRO4ST680C11,12060,GA,13151.0,13151070508.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,32,1,2,2,2,235000.0,58.163,,,3,,,,,,360,,37,2,2,2,2,395000,1,1,3,5,1,,32.0,>60%,7,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,8888,Yes,,1,2,6,,,,,3,,,,5230,68.28,95700,119.84,1176,1294,18
2022,549300O6Z0I6KYMESL47,12060,GA,13121.0,13121011633.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,71,2,1,1,1,2,2,2,445000.0,95.0,4.5,1.339,3,,7707.12,,6412.12,,360,,,2,2,2,2,475000,1,1,3,5,1,,91.0,40,2,10,2.0,,,,,5.0,,,,,2,4,2.0,25.0,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,4008,45.13,95700,158.73,1067,1292,27
2022,5493003GQDUH26DNNH17,12060,GA,13227.0,13227050601.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,315000.0,100.0,3.125,-0.304,2,7811.86,,0.0,,,360,,,2,2,2,2,305000,1,1,3,5,1,,108.0,37,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4235,9.92,95700,107.55,1542,1948,28
2022,B4TYDEB6GKMZO031MB27,12260,GA,13245.0,13245010510.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,25000.0,69.82,,,3,,,,,,360,36,1,2,2,2,2,115000,1,1,3,5,1,,77.0,20%-<30%,8,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,9,,,,4976,62.94,73800,53.58,966,2130,60
2022,549300HW662MN1WU8550,12060,GA,13067.0,13067030244.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,3,32,1,2,2,2,525000.0,99.505,4.825,-0.458,2,22021.21,,18339.4,16194.4,1162.0,360,,,2,2,2,2,525000,1,1,3,5,1,,93.0,50%-60%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,2,2,1.0,,,,10,,,,4722,32.83,95700,159.11,1453,1545,20
2022,DRMSV1Q0EKMEXLAU1P80,12060,GA,13121.0,13121008907.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,31,1,2,2,1,155000.0,58.491,4.125,,3,,,,,,360,,,2,2,2,2,265000,1,3,3,5,1,,185.0,37,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,,,,,10,,,,3065,41.47,95700,93.83,862,649,48
2022,KB1H1DSPRFMYMCUFXT09,12060,GA,13063.0,13063040509.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,31,1,2,2,2,55000.0,25.701,2.75,1.109,2,3589.24,,2015.09,610.09,,120,,,2,2,2,2,215000,1,1,3,5,1,,26.0,30%-<36%,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,4703,95.45,95700,76.62,1215,1868,38
2022,549300LBCBNR1OT00651,12060,GA,13135.0,13135050553.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,3,2,1,32,1,2,2,2,155000.0,55.0,2.5,0.628,2,6612.13,,4731.87,3436.87,,180,,,2,2,2,2,285000,1,1,3,5,1,,56.0,49,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,2,,,,,10,,,,3693,63.12,95700,105.25,1120,1160,25
2022,549300BYOVJ9X6PKXV28,12020,GA,13195.0,13195020100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,105000.0,50.0,5.625,0.429,2,4718.15,,2257.5,,,360,,120,2,2,2,2,215000,1,1,3,5,1,,35.0,37,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,1,,,,,10,,,,5398,11.3,82300,61.55,1303,2248,33
2022,EQTWLK1G7ODGC2MGLV11,12060,GA,13057.0,13057091006.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,2,2,35000.0,64.162,,,3,,,,,,240,,,2,2,2,2,345000,1,1,3,5,1,,112.0,42,8,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,3,,,,4873,18.45,95700,152.79,1430,1630,26
2022,549300FGXN1K3HLB1R50,12060,GA,13223.0,13223120111.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,32,1,2,2,2,355000.0,80.0,5.375,0.4,2,13787.03,,13267.58,13267.58,,360,,,2,2,2,2,445000,1,1,3,5,1,,143.0,45,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,6925,28.51,95700,107.31,2106,2472,18
2022,549300AG64NHILB7ZP05,12060,GA,13067.0,13067030507.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,32,1,2,2,2,245000.0,70.0,5.375,0.319,2,8944.04,,7783.7,6188.7,,360,,,2,2,2,2,355000,1,1,3,5,1,,62.0,48,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,2,,,,,10,,,,5253,39.75,95700,166.27,2088,2367,36
2022,5493003GQDUH26DNNH17,12060,GA,13097.0,13097080607.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Joint,1,0,2,1,4,2,2,2,2,75000.0,43.36,5.85,2.71,2,440.96,,0.0,,,180,,,2,2,2,2,355000,1,1,3,5,1,,142.0,30%-<36%,1,1,1.0,,,,,1.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,5,,,,,10,,,,4478,71.35,95700,145.34,1087,1444,21
2022,SS1TRMSN6BRNMOREEV51,12060,GA,13057.0,13057091012.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,535000.0,100.0,3.125,-0.479,2,2284.0,,0.0,,2503.5,360,,,2,2,2,2,535000,1,1,3,5,1,,71.0,50%-60%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,2,2,1,,,,,10,,,,4264,35.44,95700,102.24,982,1213,25
2022,549300S61HFNW2YFEK61,12060,GA,13231.0,13231010300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,31,1,2,2,2,295000.0,73.58,3.875,-0.737,2,6209.6,,3681.0,,250.0,360,,,2,2,2,2,405000,1,1,3,5,1,,64.0,50%-60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,2,,,,,10,,,,3981,16.93,95700,84.3,1270,1672,27
2022,254900UL88QFG0E40516,12060,GA,13121.0,13121011445.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,2,1,2,1,2,245000.0,56.06,5.75,0.96,2,,,,,,360,,,2,2,2,2,435000,1,3,3,5,1,,1591.0,<20%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3158,16.94,95700,218.45,950,1088,29
2022,EQTWLK1G7ODGC2MGLV11,12060,GA,13217.0,13217100902.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,1,0,2,1,1,1,2,2,2,275000.0,100.0,5.5,0.825,2,3641.81,,1150.0,,22.4,360,,,2,2,2,2,275000,1,1,3,5,1,,52.0,42,1,10,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,6097,65.02,95700,70.86,1623,2281,24
2022,254900VA7WQ1PZGYI558,12260,GA,13245.0,13245010203.0,,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,1111,1111,1111,4115000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,50-99,Exempt,,Exempt,1111,1111,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1111,1111,1111,,,,,1111,,,,4375,71.29,73800,78.88,556,1224,38
2022,549300DD5QQUHO6PCH70,31420,GA,13169.0,13169030101.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,115000.0,,5.75,0.93,2,3928.64,,821.64,,1127.83,360,,,2,2,2,2,115000,1,1,3,5,1,,50.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,2888,19.7,70100,134.14,953,1082,32
2022,SS1TRMSN6BRNMOREEV51,12060,GA,13135.0,13135050751.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,32,1,2,2,2,225000.0,75.0,,,3,,,,,,360,,,2,2,2,2,305000,1,3,3,5,1,,111.0,41,9,2,2.0,,,,,2.0,,,,,2,2,2.0,22.0,,,,2.0,22.0,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,3,2,,,,,7,,,,4096,80.2,95700,89.96,824,1187,23
2022,54930025XJJO3T0M1A92,12060,GA,13121.0,13121010527.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,2,2,65000.0,68.645,,,3,,,,,,240,,,2,2,2,2,185000,1,1,3,5,1,,59.0,50%-60%,8,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,1,,,,5847,94.39,95700,0.0,905,2230,19
2022,5493000YNV8IX4VD3X12,23580,GA,13139.0,13139001406.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,455000.0,88.754,5.125,0.247,2,5077.0,,2420.0,1125.0,1500.0,360,,,2,2,2,2,505000,1,1,3,5,1,,93.0,49,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4141,64.79,87700,99.4,920,1226,11
2022,5493005HCI0Y8LUK5S48,12060,GA,13227.0,13227050102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,325000.0,54.767,3.75,-0.041,2,8732.26,,6729.73,,,360,,,2,2,2,2,605000,1,1,3,5,1,,95.0,20%-<30%,3,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,3388,6.94,95700,102.6,1284,1719,29
2022,B4TYDEB6GKMZO031MB27,12060,GA,13135.0,13135050624.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,3,0,2,1,2,2,2,1,2,35000.0,85.56,,,3,,,,,,360,36,1,2,2,2,2,455000,1,1,3,5,1,,45.0,20%-<30%,8,10,14.0,,,,,5.0,,,,,2,4,27.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,3,,,,4079,78.62,95700,124.68,798,833,13
2022,549300FGXN1K3HLB1R50,12060,GA,13015.0,13015960602.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,335000.0,75.0,3.467,0.297,2,6062.45,,4077.0,4077.0,,348,,,2,2,2,2,455000,1,1,3,5,1,,129.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,4087,46.02,95700,81.71,539,1166,45
2022,549300FGXN1K3HLB1R50,12060,GA,13097.0,13097080306.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,32,1,2,2,2,155000.0,68.13,3.99,0.365,2,10381.51,,5714.69,4456.25,,360,,,2,2,2,2,225000,1,1,3,5,1,,75.0,<20%,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,4189,88.28,95700,60.0,730,1223,24
2022,549300DD4R4SYK5RAQ92,12060,GA,13121.0,13121011202.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,125000.0,97.0,3.375,0.575,2,4049.98,,1807.31,612.31,,360,,,2,2,2,2,125000,1,1,3,5,1,,63.0,39,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4989,81.24,95700,64.51,955,2031,65
2022,5493008OE5JXNTGWD962,46660,GA,13185.0,13185010204.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,0,2,1,31,1,2,1,1,45000.0,11.39,5.25,,3,,,,,,36,,12,2,1,2,2,395000,1,3,3,5,1,,474.0,,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,8983,29.26,63700,194.17,2081,2881,16
2022,549300AG64NHILB7ZP05,12060,GA,13121.0,13121010309.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,1,2,1,1,1,2,2,2,485000.0,70.0,5.625,0.338,2,5730.13,,2394.54,1149.54,,360,,,2,2,2,2,695000,1,1,3,5,1,,108.0,47,3,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,3685,84.86,95700,104.81,676,1396,39
2022,549300FGXN1K3HLB1R50,12060,GA,13057.0,13057090505.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,2,205000.0,45.66,5.99,-0.318,2,7911.28,,5935.83,4750.0,,360,,,2,2,2,2,435000,1,1,3,5,1,,36.0,50%-60%,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,>74,9999,Yes,,1,1,2,,,,,10,,,,5803,15.68,95700,150.14,1511,1631,17
2022,5493000BR75YQF0VQC27,12060,GA,13045.0,13045911202.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,9,2,2,1,1,2,2,2,195000.0,96.5,5.625,1.674,2,8881.83,,3230.47,5935.47,,360,,,2,2,2,2,205000,2,1,1,1,1,,71.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,3146,17.23,95700,78.87,1011,1337,35
2022,6BYL5QZYBDK8S7L73M02,12060,GA,13135.0,13135050634.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,155000.0,75.97,9.2,1.92,2,,,,,,360,,1,2,1,2,2,595000,1,1,3,5,1,,307.0,20%-<30%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,7,,,,,10,,,,6306,61.53,95700,72.46,1195,1688,16
2022,5493000YNV8IX4VD3X12,12060,GA,13089.0,13089023107.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,1,1,2,2,2,205000.0,80.0,3.25,0.222,2,4119.5,,2295.0,1000.0,,360,,,2,2,2,2,255000,1,1,3,5,1,,36.0,39,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,1,,,,,10,,,,4482,76.1,95700,79.78,895,1935,61
2022,549300FGXN1K3HLB1R50,47580,GA,13153.0,13153020106.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,3,32,1,2,2,2,185000.0,85.65,,,3,,,,,,180,,,2,2,2,2,215000,1,1,3,5,1,,75.0,49,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,65-74,9999,Yes,,1,3,1,,,,,7,,,,2305,35.66,80900,101.78,728,951,34
2022,549300HW662MN1WU8550,99999,GA,13039.0,13039010405.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,1,1,2,2,2,215000.0,100.0,6.125,-0.043,2,8248.4,,0.0,668.77,0.45,360,,,2,2,2,2,205000,1,1,3,5,1,,99.0,30%-<36%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,2,1,1,2.0,,,,10,,,,6146,38.04,64100,154.43,991,2236,22
2022,549300FGXN1K3HLB1R50,12060,GA,13135.0,13135050522.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,135000.0,57.69,3.5,0.629,2,5764.7,,3806.25,2531.25,,360,,,2,2,2,2,235000,1,1,3,5,1,,22.0,38,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,2,,,,,10,,,,4944,68.85,95700,38.59,932,1696,40
2022,IUGPUX5LWRZ3B6KIZ697,42340,GA,13103.0,13103030100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,475000.0,95.0,4.75,0.427,2,4840.45,,1295.0,,,360,,,2,2,2,2,495000,1,1,3,5,1,,176.0,20%-<30%,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,3510,18.83,83400,80.1,1034,1290,26
